var-posibles_valores,var_alias-posibles_valores_alias
problema_salud_x_violencia-Ningún problema,a1208-1
problema_salud_x_violencia-Limitación o dificultad para moverse o caminar (o lo hace co,a1208-2
problema_salud_x_violencia-Limitación o dificultad para usar sus brazos y manos,a1208-3
problema_salud_x_violencia-Dificultad para oír,a1208-4
problema_salud_x_violencia-Dificultad para hablar,a1208-5
problema_salud_x_violencia-Dificultar para ver o ceguera,a1208-6
problema_salud_x_violencia-Otra limitación física o mental (especifique),a1208-7
problema_salud_x_violencia-NS/NR,a1208-9
persona_que_violento-Pareja,a1209-1
persona_que_violento-Familiar,a1209-2
persona_que_violento-Amigo(a),a1209-3
persona_que_violento-Novio(a),a1209-4
persona_que_violento-Vecino(a) u otro(a) conocido(a),a1209-5
persona_que_violento-Desconocido(a),a1209-6
persona_que_violento-Policia,a1209-7
persona_que_violento-No responde,a1209-9
"alguien_manoseo-Sí, antes de los 12",a1210-1
"alguien_manoseo-Sí, cuando tenía 12 o más años",a1210-2
"alguien_manoseo-No, nunca",a1210-3
alguien_manoseo-No recuerda,a1210-8
alguien_manoseo-No responde,a1210-9
ha_pensado_suicidarse-Sí,a1211-1
ha_pensado_suicidarse-No,a1211-2
ha_pensado_suicidarse-No responde,a1211-9
frec_pensado_suicidarse-Siempre o muy frecuentemente,a1212-1
frec_pensado_suicidarse-Casi siempre,a1212-2
frec_pensado_suicidarse-Algunas veces,a1212-3
frec_pensado_suicidarse-Rara vez,a1212-4
frec_pensado_suicidarse-No responde,a1212-9
"herido_proposito_suicidarse-Sí, una vez",a1213-1
"herido_proposito_suicidarse-Sí, 2 o más veces",a1213-2
herido_proposito_suicidarse-Nunca,a1213-3
herido_suicidio_12meses-Sí,a1214-1
herido_suicidio_12meses-No,a1214-2
herido_suicidio_12meses-No responde,a1214-9
actual_fuma_tabaco-todos los días?,a1301-1
actual_fuma_tabaco-algunos días?,a1301-2
actual_fuma_tabaco-no fuma actualmente?,a1301-3
actual_fuma_tabaco-No responde,a1301-9
antes_fumo_tabaco-todos los días?,a1305-1
antes_fumo_tabaco-algunos días?,a1305-2
antes_fumo_tabaco-nunca ha fumado?,a1305-3
antes_fumo_tabaco-No responde,a1305-9
tiempo_dejo_fumar_periodo-Años,a1306p-1
tiempo_dejo_fumar_periodo-Meses,a1306p-2
tiempo_dejo_fumar_periodo-Semanas,a1306p-3
tiempo_dejo_fumar_periodo-Días,a1306p-4
tiempo_dejo_fumar_periodo-Menos de un día,a1306p-5
tiempo_dejo_fumar_periodo-No responde,a1306p-9
consumo_cigarros_electronicos-todos los días?,a1307-1
consumo_cigarros_electronicos-algunos días?,a1307-2
consumo_cigarros_electronicos-Actuamente no consume,a1307-3
consumo_cigarros_electronicos-No conoce el cigarro electrónico,a1307-4
consumo_cigarros_electronicos-No responde,a1307-9
ult_12meses_1_copa_alcohol-Diaria,a1308-1
ult_12meses_1_copa_alcohol-Semanal,a1308-2
ult_12meses_1_copa_alcohol-Mensual,a1308-3
ult_12meses_1_copa_alcohol-Anual,a1308-4
ult_12meses_1_copa_alcohol-No ha consumido en los últimos 12 meses,a1308-5
ult_12meses_1_copa_alcohol-Nunca ha consumido,a1308-6
ult_12meses_1_copa_alcohol-No responde,a1308-9
ult_12meses_5mas_copa_alcohol-Diario,a1309-1
ult_12meses_5mas_copa_alcohol-Semanal,a1309-2
ult_12meses_5mas_copa_alcohol-Mensual,a1309-3
ult_12meses_5mas_copa_alcohol-7 a 11 veces al año,a1309-4
ult_12meses_5mas_copa_alcohol-1 a 6 veces al año,a1309-5
ult_12meses_5mas_copa_alcohol-No en los últimos 12 meses,a1309-6
ult_12meses_5mas_copa_alcohol-No responde,a1309-9
ult_12meses_4mas_copa_alcohol-Diario,a1310-1
ult_12meses_4mas_copa_alcohol-Semanal,a1310-2
ult_12meses_4mas_copa_alcohol-Mensual,a1310-3
ult_12meses_4mas_copa_alcohol-7 a 11 veces al año,a1310-4
ult_12meses_4mas_copa_alcohol-1 a 6 veces al año,a1310-5
ult_12meses_4mas_copa_alcohol-No en los últimos 12 meses,a1310-6
ult_12meses_4mas_copa_alcohol-No responde,a1310-9
ult_mes_5mas_copa_alcohol-Sí,a1311-1
ult_mes_5mas_copa_alcohol-No,a1311-2
ult_mes_5mas_copa_alcohol-No responde,a1311-9
ult_mes_4mas_copa_alcohol-Sí,a1312-1
ult_mes_4mas_copa_alcohol-No,a1312-2
ult_mes_4mas_copa_alcohol-No responde,a1312-9
usa_lentes-Sí,a1401-1
usa_lentes-No,a1401-2
usa_protesis_auditiva-Sí,a1402-1
usa_protesis_auditiva-No,a1402-2
con_lentes_dificultad_ver-Ninguna dificultad,a1403a-1
con_lentes_dificultad_ver-Cierta dificultad,a1403a-2
con_lentes_dificultad_ver-Mucha dificultad,a1403a-3
con_lentes_dificultad_ver-Le resulta imposible ver,a1403a-4
tiene_dificultad_ver-Ninguna dificultad,a1403b-1
tiene_dificultad_ver-Cierta dificultad,a1403b-2
tiene_dificultad_ver-Mucha dificultad,a1403b-3
tiene_dificultad_ver-Le resulta imposible ver,a1403b-4
con_pretesis_auditiva_dificultad_oir-Ninguna dificultad,a1404a-1
con_pretesis_auditiva_dificultad_oir-Cierta dificultad,a1404a-2
con_pretesis_auditiva_dificultad_oir-Mucha dificultad,a1404a-3
con_pretesis_auditiva_dificultad_oir-Le resulta imposible oír,a1404a-4
tiene_dificultad_oir-Ninguna dificultad,a1404b-1
tiene_dificultad_oir-Cierta dificultad,a1404b-2
tiene_dificultad_oir-Mucha dificultad,a1404b-3
tiene_dificultad_oir-Le resulta imposible oír,a1404b-4
tiene_dificultad_caminar-Ninguna dificultad,a1405-1
tiene_dificultad_caminar-Cierta dificultad,a1405-2
tiene_dificultad_caminar-Mucha dificultad,a1405-3
tiene_dificultad_caminar-Le resulta imposible caminar o subir escalones,a1405-4
tiene_dificultad_concentrarse-Ninguna dificultad,a1406-1
tiene_dificultad_concentrarse-Cierta dificultad,a1406-2
tiene_dificultad_concentrarse-Mucha dificultad,a1406-3
tiene_dificultad_concentrarse-Le resulta imposible recordar o concentrarse,a1406-4
tiene_dificultad_cuidado_propio-Ninguna dificultad,a1407-1
tiene_dificultad_cuidado_propio-Cierta dificultad,a1407-2
tiene_dificultad_cuidado_propio-Mucha dificultad,a1407-3
tiene_dificultad_cuidado_propio-Le resulta imposible encargarse de su autocuidado,a1407-4
tiene_dificultad_comunicarse-Ninguna dificultad,a1408-1
tiene_dificultad_comunicarse-Cierta dificultad,a1408-2
tiene_dificultad_comunicarse-Mucha dificultad,a1408-3
camina_solo_traslado-Sí,a1411-1
camina_solo_traslado-No,a1411-2
camina_solo_traslado-No responde,a1411-88
camina_solo_traslado-No sabe,a1411-99
camina_solo_recreacion-Sí,a1414-1
camina_solo_recreacion-No,a1414-2
camina_solo_recreacion-No responde,a1414-88
camina_solo_recreacion-No sabe,a1414-99
usa_celular-Siempre,a1501-1
usa_celular-A veces,a1501-2
usa_celular-Nunca,a1501-9
usa_computadora-Siempre,a1502-1
usa_computadora-A veces,a1502-2
usa_computadora-Nunca,a1502-9
usa_internet-Siempre,a1503-1
usa_internet-A veces,a1503-2
usa_internet-Nunca,a1503-9
usa_redes_sociales_1-No la utilizo,a1504a-1
usa_redes_sociales_1-WhatsApp,a1504a-2
usa_redes_sociales_1-Facebook,a1504a-3
usa_redes_sociales_1-Twitter,a1504a-4
usa_redes_sociales_1-YouTube,a1504a-5
usa_redes_sociales_1-Chat,a1504a-6
usa_redes_sociales_1-Otra (especifique),a1504a-7
usa_redes_sociales_2-No la utilizo,a1504b-1
usa_redes_sociales_2-WhatsApp,a1504b-2
usa_redes_sociales_2-Facebook,a1504b-3
usa_redes_sociales_2-Twitter,a1504b-4
usa_redes_sociales_2-YouTube,a1504b-5
usa_redes_sociales_2-Chat,a1504b-6
usa_redes_sociales_2-Otra (especifique),a1504b-7
cuantas_personas_ve-Ninguno,a1505-1
cuantas_personas_ve-1,a1505-2
cuantas_personas_ve-2,a1505-3
cuantas_personas_ve-3 ó 4,a1505-4
cuantas_personas_ve-5 a 8,a1505-5
cuantas_personas_ve-9 ó más,a1505-6
familiares_se_confiesa-Ninguno,a1506-1
familiares_se_confiesa-1,a1506-2
familiares_se_confiesa-2,a1506-3
familiares_se_confiesa-3 ó 4,a1506-4
familiares_se_confiesa-5 a 8,a1506-5
familiares_se_confiesa-9 ó más,a1506-6
familiares_acude_ayuda-Ninguno,a1507-1
familiares_acude_ayuda-1,a1507-2
familiares_acude_ayuda-2,a1507-3
familiares_acude_ayuda-3 ó 4,a1507-4
familiares_acude_ayuda-5 a 8,a1507-5
familiares_acude_ayuda-9 ó más,a1507-6
cuantos_amigos_ve-Ninguno,a1508-1
cuantos_amigos_ve-1,a1508-2
cuantos_amigos_ve-2,a1508-3
cuantos_amigos_ve-3 ó 4,a1508-4
cuantos_amigos_ve-5 a 8,a1508-5
cuantos_amigos_ve-9 ó más,a1508-6
amigos_se_confiesa-Ninguno,a1509-1
amigos_se_confiesa-1,a1509-2
amigos_se_confiesa-2,a1509-3
amigos_se_confiesa-3 ó 4,a1509-4
amigos_se_confiesa-5 a 8,a1509-5
amigos_se_confiesa-9 ó más,a1509-6
amigos_acude_ayuda-Ninguno,a1510-1
amigos_acude_ayuda-1,a1510-2
amigos_acude_ayuda-2,a1510-3
amigos_acude_ayuda-3 ó 4,a1510-4
amigos_acude_ayuda-5 a 8,a1510-5
amigos_acude_ayuda-9 ó más,a1510-6
tiempo_alguien_no_vive-Ninguno,a1511-1
tiempo_alguien_no_vive-1 vez,a1511-2
tiempo_alguien_no_vive-2 veces,a1511-3
tiempo_alguien_no_vive-3 veces,a1511-4
tiempo_alguien_no_vive-4 veces,a1511-5
tiempo_alguien_no_vive-5 veces,a1511-6
tiempo_alguien_no_vive-6 veces,a1511-7
tiempo_alguien_no_vive-7 veces ó más,a1511-8
veces_hablo_alguien-Ninguno,a1512-1
veces_hablo_alguien-1 vez,a1512-2
veces_hablo_alguien-2 veces,a1512-3
veces_hablo_alguien-3 veces,a1512-4
veces_hablo_alguien-4 veces,a1512-5
veces_hablo_alguien-5 veces,a1512-6
veces_hablo_alguien-6 veces,a1512-7
veces_hablo_alguien-7 veces ó más,a1512-8
frec_reuniones_clubes-Ninguno,a1513-1
frec_reuniones_clubes-1 vez,a1513-2
frec_reuniones_clubes-2 veces,a1513-3
frec_reuniones_clubes-3 veces,a1513-4
frec_reuniones_clubes-4 veces,a1513-5
frec_reuniones_clubes-5 veces,a1513-6
frec_reuniones_clubes-6 veces,a1513-7
frec_reuniones_clubes-7 veces ó más,a1513-8
frec_falta_compania-Casi nunca (o nunca),a1514-1
frec_falta_compania-Algunas veces,a1514-2
frec_falta_compania-Frecuentemente,a1514-3
frec_siente_excluido-Casi nunca (o nunca),a1515-1
frec_siente_excluido-Algunas veces,a1515-2
frec_siente_excluido-Frecuentemente,a1515-3
frec_siente_aislado-Casi nunca (o nunca),a1516-1
frec_siente_aislado-Algunas veces,a1516-2
frec_siente_aislado-Frecuentemente,a1516-3
